epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.2672,1.32666,2.66393,1.15092,1,0.21687,0.41603,0.25995,1.25216,2.95154,1.00083,0.00048,0.00048,0.00048
2,22.2791,1.22757,1.46366,1.07442,1,0.19078,0.3378,0.21942,1.25623,2.88347,1.01758,0.000970298,0.000970298,0.000970298
3,30.9729,1.19209,1.32403,1.07503,0.82077,0.29885,0.54161,0.33738,1.42046,2.5473,1.15761,0.0014507,0.0014507,0.0014507
4,39.1448,1.20778,1.23894,1.0867,0.56607,0.57471,0.6651,0.43385,1.26177,1.74384,1.11414,0.00192119,0.00192119,0.00192119
5,47.255,1.18566,1.13113,1.08811,0.62617,0.44828,0.5275,0.37134,1.2664,2.8463,1.09906,0.0019208,0.0019208,0.0019208
6,55.474,1.14019,1.05969,1.08896,0.75949,0.42529,0.53007,0.36273,1.31473,2.25966,1.18055,0.001901,0.001901,0.001901
7,63.6185,1.12901,0.9654,1.06547,0.71317,0.82759,0.86157,0.55864,1.32515,1.2601,1.16391,0.0018812,0.0018812,0.0018812
8,71.9395,1.13122,0.92398,1.07056,0.76552,0.67816,0.69212,0.47124,1.38314,1.38109,1.27962,0.0018614,0.0018614,0.0018614
9,80.1881,1.10167,0.89684,1.05717,0.55078,0.73286,0.63122,0.40705,1.37366,1.49593,1.18263,0.0018416,0.0018416,0.0018416
10,88.3921,1.11585,0.87308,1.07221,0.7535,0.82759,0.84918,0.54504,1.26047,1.44653,1.20051,0.0018218,0.0018218,0.0018218
11,96.7352,1.08628,0.80743,1.04568,0.77748,0.82759,0.80665,0.5254,1.29302,1.38954,1.22563,0.001802,0.001802,0.001802
12,105.064,1.06075,0.75692,1.02471,0.72609,0.85057,0.83704,0.55887,1.166,1.18132,1.13201,0.0017822,0.0017822,0.0017822
13,113.231,1.05181,0.76021,1.03473,0.6221,0.55172,0.624,0.43222,1.21085,1.39343,1.12922,0.0017624,0.0017624,0.0017624
14,121.165,1.04904,0.75419,1.03965,0.74558,0.89655,0.84895,0.5659,1.19447,1.05729,1.11162,0.0017426,0.0017426,0.0017426
15,129.343,1.03694,0.72269,1.02732,0.84687,0.76287,0.85108,0.55382,1.28309,1.06224,1.15969,0.0017228,0.0017228,0.0017228
16,137.541,1.02147,0.69788,1.02069,0.81085,0.8046,0.82861,0.52819,1.31832,1.02649,1.15799,0.001703,0.001703,0.001703
17,145.704,0.98392,0.66218,0.99463,0.77065,0.77248,0.84121,0.55567,1.23688,1.08793,1.13242,0.0016832,0.0016832,0.0016832
18,154.206,0.99105,0.6745,1.01093,0.82392,0.87356,0.87345,0.5817,1.4044,0.91006,1.25669,0.0016634,0.0016634,0.0016634
19,162.683,1.01136,0.64564,1.01894,0.80321,0.84452,0.84657,0.57341,1.22197,1.00753,1.11442,0.0016436,0.0016436,0.0016436
20,171.062,0.97695,0.64813,0.99918,0.79442,0.89655,0.86823,0.56841,1.21872,1.1279,1.1077,0.0016238,0.0016238,0.0016238
21,179.388,0.99262,0.64463,1.01223,0.75335,0.80749,0.84983,0.533,1.33719,1.01551,1.25683,0.001604,0.001604,0.001604
22,187.579,0.9419,0.61289,0.98666,0.76974,0.7685,0.81664,0.56064,1.24696,1.03429,1.20628,0.0015842,0.0015842,0.0015842
23,195.813,0.94201,0.61506,1.00427,0.71287,0.91322,0.83157,0.55036,1.2232,1.05195,1.15249,0.0015644,0.0015644,0.0015644
24,204.252,0.92666,0.59374,0.96845,0.83855,0.77615,0.83155,0.56174,1.30867,1.09095,1.21544,0.0015446,0.0015446,0.0015446
25,212.463,0.91453,0.57825,0.97578,0.80923,0.7931,0.85992,0.57176,1.19793,0.92882,1.12935,0.0015248,0.0015248,0.0015248
26,220.785,0.92754,0.58996,0.98634,0.78549,0.90805,0.84223,0.5292,1.31099,1.02684,1.19525,0.001505,0.001505,0.001505
27,229.264,0.90142,0.56996,0.97335,0.76846,0.85057,0.88091,0.58973,1.16585,0.94276,1.09608,0.0014852,0.0014852,0.0014852
28,238,0.88967,0.56117,0.96495,0.68932,0.91812,0.85048,0.5777,1.19174,0.9975,1.12165,0.0014654,0.0014654,0.0014654
29,246.117,0.86587,0.53904,0.96141,0.76026,0.83835,0.84914,0.55697,1.15173,0.98532,1.14725,0.0014456,0.0014456,0.0014456
30,254.059,0.88029,0.55354,0.95636,0.75405,0.83908,0.80798,0.48896,1.26866,1.01311,1.17978,0.0014258,0.0014258,0.0014258
31,262.362,0.90336,0.57337,0.97548,0.74124,0.88905,0.8624,0.57095,1.28053,0.98292,1.19577,0.001406,0.001406,0.001406
32,270.728,0.88691,0.54251,0.96997,0.76235,0.85057,0.87282,0.56081,1.25995,1.00393,1.15826,0.0013862,0.0013862,0.0013862
33,278.899,0.86253,0.52579,0.95899,0.74589,0.85057,0.86409,0.59388,1.19256,0.94913,1.11007,0.0013664,0.0013664,0.0013664
34,287.142,0.84868,0.52565,0.94661,0.74955,0.85057,0.87451,0.58987,1.24017,0.98504,1.11124,0.0013466,0.0013466,0.0013466
35,295.374,0.84116,0.52067,0.94705,0.80752,0.77011,0.857,0.5782,1.20386,1.03351,1.11539,0.0013268,0.0013268,0.0013268
36,303.762,0.812,0.50549,0.9462,0.74731,0.84983,0.85508,0.58024,1.33898,1.10479,1.21004,0.001307,0.001307,0.001307
37,312.004,0.8042,0.4983,0.93163,0.81328,0.80106,0.84821,0.57586,1.14675,1.05109,1.12868,0.0012872,0.0012872,0.0012872
38,320.434,0.81082,0.50312,0.9405,0.78248,0.78564,0.86079,0.60306,1.11054,1.03882,1.12148,0.0012674,0.0012674,0.0012674
39,328.822,0.7841,0.50086,0.92563,0.83377,0.81609,0.88804,0.60219,1.21768,1.05664,1.14652,0.0012476,0.0012476,0.0012476
40,337.566,0.76781,0.47324,0.92617,0.74561,0.84224,0.87097,0.58929,1.16941,1.01606,1.10691,0.0012278,0.0012278,0.0012278
41,345.893,0.78054,0.46985,0.92064,0.73875,0.87356,0.87972,0.59416,1.12137,0.99932,1.11075,0.001208,0.001208,0.001208
42,354.124,0.7688,0.47686,0.92258,0.77795,0.80539,0.86746,0.58904,1.19737,1.12812,1.15754,0.0011882,0.0011882,0.0011882
43,362.669,0.78053,0.45929,0.9264,0.72816,0.87356,0.86853,0.58682,1.22406,1.1256,1.15335,0.0011684,0.0011684,0.0011684
44,371.22,0.76839,0.46453,0.91681,0.83311,0.72414,0.83226,0.57583,1.1887,1.1932,1.12515,0.0011486,0.0011486,0.0011486
45,379.361,0.7272,0.4482,0.91087,0.72499,0.87356,0.86724,0.61234,1.14079,1.03859,1.09606,0.0011288,0.0011288,0.0011288
46,387.64,0.722,0.44393,0.90783,0.8137,0.75862,0.85933,0.59698,1.2133,1.03982,1.14439,0.001109,0.001109,0.001109
47,395.844,0.72312,0.44101,0.90522,0.81414,0.8046,0.88465,0.61451,1.22356,0.99358,1.17329,0.0010892,0.0010892,0.0010892
48,404.097,0.74533,0.45642,0.91613,0.74503,0.85057,0.86146,0.5695,1.15281,1.10765,1.09563,0.0010694,0.0010694,0.0010694
49,412.008,0.72679,0.44847,0.91467,0.77284,0.88506,0.84796,0.55993,1.23958,1.06125,1.13828,0.0010496,0.0010496,0.0010496
50,420.146,0.70355,0.43806,0.90336,0.78406,0.88506,0.84943,0.5722,1.18789,1.00766,1.13648,0.0010298,0.0010298,0.0010298
51,428.344,0.70995,0.4396,0.90078,0.82343,0.75862,0.85292,0.57022,1.17823,1.25277,1.12476,0.00101,0.00101,0.00101
52,436.582,0.69759,0.4306,0.90432,0.8313,0.73633,0.82913,0.55816,1.23924,1.29611,1.16709,0.0009902,0.0009902,0.0009902
53,444.735,0.71027,0.42803,0.90601,0.78804,0.8046,0.87462,0.59737,1.13356,1.03021,1.13387,0.0009704,0.0009704,0.0009704
54,453.242,0.67556,0.41983,0.89006,0.77969,0.85057,0.86674,0.59102,1.16267,1.02298,1.16634,0.0009506,0.0009506,0.0009506
55,461.9,0.67069,0.41899,0.89652,0.70289,0.90805,0.86839,0.60129,1.15645,0.9688,1.14342,0.0009308,0.0009308,0.0009308
56,470.255,0.66428,0.42222,0.88869,0.72987,0.89655,0.86969,0.59914,1.14043,1.01271,1.1481,0.000911,0.000911,0.000911
57,478.425,0.67749,0.42056,0.89768,0.74362,0.90017,0.84211,0.56156,1.18139,1.01071,1.15745,0.0008912,0.0008912,0.0008912
58,486.607,0.66026,0.41429,0.89676,0.76648,0.88506,0.86976,0.59603,1.15113,1.05702,1.15526,0.0008714,0.0008714,0.0008714
59,494.881,0.68253,0.42681,0.89418,0.85058,0.82759,0.88511,0.59622,1.13015,1.02586,1.1228,0.0008516,0.0008516,0.0008516
60,503.033,0.64601,0.40193,0.88574,0.80383,0.82759,0.88005,0.5963,1.15168,1.0502,1.11093,0.0008318,0.0008318,0.0008318
61,511.258,0.63345,0.40816,0.88545,0.80033,0.7931,0.8424,0.56752,1.11119,1.16454,1.11298,0.000812,0.000812,0.000812
62,519.427,0.61984,0.3989,0.87761,0.84249,0.75862,0.85004,0.59911,1.0769,1.20004,1.08885,0.0007922,0.0007922,0.0007922
63,527.539,0.62949,0.39981,0.87944,0.76858,0.81609,0.86903,0.60252,1.16207,1.21699,1.12771,0.0007724,0.0007724,0.0007724
64,535.906,0.61313,0.39494,0.88425,0.77947,0.81254,0.87776,0.59371,1.20985,1.17907,1.1515,0.0007526,0.0007526,0.0007526
65,544.441,0.62747,0.40334,0.87294,0.81274,0.82759,0.88063,0.5836,1.15325,1.06726,1.11355,0.0007328,0.0007328,0.0007328
66,552.79,0.60967,0.3855,0.87876,0.81646,0.86925,0.88185,0.59423,1.09127,1.045,1.09771,0.000713,0.000713,0.000713
67,561.194,0.61687,0.39066,0.87922,0.82271,0.7931,0.85913,0.58765,1.11563,1.03077,1.10127,0.0006932,0.0006932,0.0006932
68,569.597,0.61028,0.38712,0.88438,0.80125,0.78161,0.83838,0.57106,1.19358,1.15199,1.13643,0.0006734,0.0006734,0.0006734
69,577.705,0.58712,0.37589,0.86592,0.7447,0.83822,0.84967,0.5804,1.10654,1.01655,1.08947,0.0006536,0.0006536,0.0006536
70,585.971,0.60056,0.37754,0.87547,0.70502,0.88506,0.85686,0.59363,1.10618,0.96132,1.09757,0.0006338,0.0006338,0.0006338
71,594.192,0.57481,0.36948,0.86827,0.73948,0.88093,0.86907,0.58865,1.14373,1.05247,1.12503,0.000614,0.000614,0.000614
72,602.437,0.54712,0.35816,0.85981,0.73262,0.86207,0.87161,0.60461,1.20116,1.09613,1.11621,0.0005942,0.0005942,0.0005942
73,610.584,0.56401,0.36174,0.86527,0.71754,0.87601,0.86284,0.60052,1.14144,1.15248,1.09403,0.0005744,0.0005744,0.0005744
74,618.825,0.55146,0.3587,0.86049,0.74012,0.91954,0.8704,0.5949,1.13325,1.02023,1.11445,0.0005546,0.0005546,0.0005546
75,627.064,0.56224,0.36174,0.86247,0.72761,0.89655,0.86283,0.60014,1.13441,1.06004,1.0983,0.0005348,0.0005348,0.0005348
76,635.395,0.56142,0.36061,0.86313,0.77501,0.7919,0.87055,0.61475,1.18015,1.20592,1.13219,0.000515,0.000515,0.000515
77,643.596,0.54622,0.35873,0.85885,0.71442,0.83393,0.85281,0.6033,1.17228,1.11311,1.19777,0.0004952,0.0004952,0.0004952
78,651.812,0.55929,0.35898,0.87147,0.81315,0.75037,0.86495,0.60002,1.19487,1.01811,1.21731,0.0004754,0.0004754,0.0004754
79,660.125,0.52696,0.34474,0.86631,0.74694,0.88212,0.88009,0.61002,1.19727,1.10117,1.19757,0.0004556,0.0004556,0.0004556
80,669.244,0.54895,0.35557,0.86497,0.74517,0.88506,0.884,0.61819,1.17607,1.07242,1.1565,0.0004358,0.0004358,0.0004358
81,677.241,0.5306,0.34655,0.85753,0.7317,0.88506,0.87117,0.60383,1.15919,1.07425,1.13863,0.000416,0.000416,0.000416
82,685.039,0.51056,0.33823,0.85185,0.71978,0.89655,0.88395,0.61137,1.1037,1.06894,1.12211,0.0003962,0.0003962,0.0003962
83,693.104,0.51143,0.33662,0.85878,0.74944,0.89392,0.88317,0.61185,1.16702,1.1635,1.14779,0.0003764,0.0003764,0.0003764
84,701.716,0.52815,0.34839,0.86292,0.77459,0.8046,0.87119,0.60771,1.11499,1.07843,1.12038,0.0003566,0.0003566,0.0003566
85,710.152,0.51741,0.3431,0.85988,0.70337,0.89655,0.85409,0.58992,1.1416,1.17189,1.14824,0.0003368,0.0003368,0.0003368
86,718.197,0.51787,0.34406,0.86139,0.75763,0.85057,0.85309,0.58452,1.20546,1.27652,1.18159,0.000317,0.000317,0.000317
87,726.422,0.491,0.33081,0.83578,0.76338,0.85057,0.8611,0.59266,1.18884,1.28672,1.15781,0.0002972,0.0002972,0.0002972
88,735.016,0.49154,0.32932,0.85895,0.72012,0.90805,0.86358,0.59791,1.09343,1.13895,1.10662,0.0002774,0.0002774,0.0002774
89,743.186,0.47787,0.32312,0.84195,0.78338,0.7931,0.85358,0.59363,1.1254,1.2295,1.1332,0.0002576,0.0002576,0.0002576
90,751.365,0.4927,0.32626,0.84715,0.77274,0.82759,0.85307,0.59823,1.08168,1.24434,1.10804,0.0002378,0.0002378,0.0002378
91,784.94,0.44715,0.29328,0.81915,0.77784,0.82759,0.85679,0.59042,1.11817,1.16009,1.10524,0.000218,0.000218,0.000218
92,793.339,0.45364,0.29478,0.82105,0.70751,0.88506,0.8659,0.61411,1.10493,1.13254,1.08785,0.0001982,0.0001982,0.0001982
93,801.265,0.4536,0.29482,0.82512,0.71321,0.91473,0.863,0.61154,1.08972,1.18862,1.09766,0.0001784,0.0001784,0.0001784
94,809.269,0.42721,0.28066,0.80994,0.76769,0.82759,0.85538,0.59788,1.1079,1.23556,1.1069,0.0001586,0.0001586,0.0001586
95,817.275,0.43249,0.28316,0.82156,0.77344,0.82408,0.85203,0.59803,1.10072,1.23734,1.09785,0.0001388,0.0001388,0.0001388
96,825.649,0.42395,0.2784,0.82427,0.78535,0.8046,0.85614,0.59646,1.08111,1.22411,1.09234,0.000119,0.000119,0.000119
97,833.474,0.39326,0.27038,0.80635,0.81048,0.78652,0.85919,0.59289,1.09692,1.23532,1.10747,9.92e-05,9.92e-05,9.92e-05
98,841.273,0.39998,0.28027,0.81894,0.79946,0.7931,0.87042,0.61065,1.08194,1.18907,1.09401,7.94e-05,7.94e-05,7.94e-05
99,849.378,0.39779,0.27059,0.80709,0.79961,0.7931,0.87182,0.6116,1.10579,1.16047,1.10719,5.96e-05,5.96e-05,5.96e-05
100,857.543,0.39836,0.26964,0.81142,0.80163,0.78161,0.8698,0.60699,1.09526,1.18444,1.10628,3.98e-05,3.98e-05,3.98e-05
